accept_time;signal_time;clid;uuid;vehicle_type;route;lat;lon;speed;direction;thread;bind_lat;bind_lon;fly_time;life_time;d_acc
2024-12-13 1:19:05;2024-12-13 1:18:45;irkutsk;29449;bus;10;52.33095;104.23037;12.777778;128.0;None;None;None;20;36;50
2024-12-13 1:19:55;2024-12-13 1:19:21;irkutsk;29449;bus;10;52.328995;104.23394;4.722222;113.0;None;None;None;34;13;25
2024-12-13 1:20:20;2024-12-13 1:19:34;irkutsk;29449;bus;10;52.329487;104.23427;4.444444;353.0;None;None;None;46;27;25
2024-12-13 1:20:45;2024-12-13 1:20:01;irkutsk;29449;bus;10;52.329582;104.23426;0.0;354.0;None;None;None;44;45;25
2024-12-13 1:21:10;2024-12-13 1:20:44;irkutsk;29478;bus;10;52.352905;104.178955;0.0;134.0;None;None;None;26;1802;1801
2024-12-13 1:21:10;2024-12-13 1:20:46;irkutsk;29449;bus;10;52.330727;104.23397;11.111111;353.0;None;None;None;24;44;50
2024-12-13 1:22:00;2024-12-13 1:21:30;irkutsk;29449;bus;10;52.335285;104.233345;10.833333;353.0;None;None;None;30;37;50
2024-12-13 1:22:50;2024-12-13 1:22:07;irkutsk;29449;bus;10;52.33848;104.232735;8.888889;343.0;None;None;None;43;5;25
2024-12-13 1:23:15;2024-12-13 1:22:12;irkutsk;29449;bus;10;52.33887;104.23239;10.0;318.0;None;None;None;63;33;25
2024-12-13 1:23:40;2024-12-13 1:22:45;irkutsk;29449;bus;10;52.3401;104.23037;2.5;290.0;None;None;None;55;52;25
2024-12-13 1:24:05;2024-12-13 1:23:37;irkutsk;29449;bus;10;52.3421;104.22683;6.666667;320.0;None;None;None;28;29;25
2024-12-13 1:24:30;2024-12-13 1:24:06;irkutsk;29449;bus;10;52.342224;104.22665;0.0;318.0;None;None;None;24;4;25
2024-12-13 1:24:55;2024-12-13 1:24:10;irkutsk;29449;bus;10;52.34227;104.22654;4.444444;302.0;None;None;None;45;16;50
2024-12-13 1:24:55;2024-12-13 1:24:25;irkutsk;27648;bus;10;52.35655;104.13587;0.0;322.0;None;None;None;30;1;25
2024-12-13 1:25:20;2024-12-13 1:24:26;irkutsk;27648;bus;10;52.35655;104.13587;0.0;322.0;None;None;None;54;41;25
2024-12-13 1:25:45;2024-12-13 1:24:26;irkutsk;29449;bus;10;52.343098;104.22512;8.055556;313.0;None;None;None;79;53;25
2024-12-13 1:25:45;2024-12-13 1:25:07;irkutsk;27648;bus;10;52.35655;104.13587;1.111111;316.0;None;None;None;38;33;50
2024-12-13 1:26:10;2024-12-13 1:25:19;irkutsk;29449;bus;10;52.34405;104.22353;4.722222;314.0;None;None;None;51;61;25
2024-12-13 1:26:35;2024-12-13 1:25:40;irkutsk;27648;bus;10;52.35656;104.13584;0.0;317.0;None;None;None;55;227;200
2024-12-13 1:26:35;2024-12-13 1:26:20;irkutsk;29449;bus;10;52.346355;104.21962;0.0;316.0;None;None;None;15;52;75
2024-12-13 1:27:50;2024-12-13 1:27:12;irkutsk;29449;bus;10;52.34744;104.21773;4.722222;296.0;None;None;None;38;6;25
2024-12-13 1:28:15;2024-12-13 1:27:18;irkutsk;29449;bus;10;52.34739;104.21736;5.277778;234.0;None;None;None;57;54;25
2024-12-13 1:28:40;2024-12-13 1:28:12;irkutsk;29449;bus;10;52.34487;104.213295;4.444444;231.0;None;None;None;28;20;25
2024-12-13 1:29:05;2024-12-13 1:28:32;irkutsk;29449;bus;10;52.344753;104.213104;3.333333;217.0;None;None;None;33;11;50
2024-12-13 1:29:55;2024-12-13 1:28:43;irkutsk;29449;bus;10;52.344383;104.21257;3.333333;232.0;None;None;None;72;46;25
2024-12-13 1:29:55;2024-12-13 1:29:27;irkutsk;27648;bus;10;52.35656;104.13584;0.0;317.0;None;None;None;28;2;25
2024-12-13 1:30:20;2024-12-13 1:29:29;irkutsk;29449;bus;10;52.346493;104.208984;2.777778;325.0;None;None;None;51;19;25
2024-12-13 1:30:20;2024-12-13 1:29:29;irkutsk;27648;bus;10;52.35656;104.13584;0.0;317.0;None;None;None;51;280;251
2024-12-13 1:30:45;2024-12-13 1:29:48;irkutsk;29449;bus;10;52.346592;104.208855;3.888889;312.0;None;None;None;57;12;25
2024-12-13 1:31:10;2024-12-13 1:30:00;irkutsk;29449;bus;10;52.346996;104.208694;6.111111;16.0;None;None;None;70;49;25
2024-12-13 1:31:35;2024-12-13 1:30:49;irkutsk;29449;bus;10;52.351433;104.21034;9.166667;12.0;None;None;None;46;58;50
2024-12-13 1:32:25;2024-12-13 1:31:47;irkutsk;29449;bus;10;52.352367;104.21067;0.0;7.0;None;None;None;38;7;26
2024-12-13 1:32:51;2024-12-13 1:31:54;irkutsk;29449;bus;10;52.352367;104.21067;0.0;7.0;None;None;None;57;183;150
2024-12-13 1:34:31;2024-12-13 1:34:09;irkutsk;27648;bus;10;52.35656;104.13584;0.0;317.0;None;None;None;22;15;25
2024-12-13 1:34:56;2024-12-13 1:34:24;irkutsk;27648;bus;10;52.356564;104.135826;0.833333;309.0;None;None;None;32;49;50
2024-12-13 1:35:21;2024-12-13 1:34:57;irkutsk;29449;bus;10;52.35238;104.21066;0.833333;2.0;None;None;None;24;23;25
2024-12-13 1:35:46;2024-12-13 1:35:13;irkutsk;27648;bus;10;52.356617;104.1356;0.0;273.0;None;None;None;33;3;25
2024-12-13 1:36:11;2024-12-13 1:35:16;irkutsk;27648;bus;10;52.356617;104.1356;1.111111;12.0;None;None;None;55;31;25
2024-12-13 1:35:46;2024-12-13 1:35:20;irkutsk;29449;bus;10;52.353325;104.2109;8.055556;10.0;None;None;None;26;35;50
2024-12-13 1:36:36;2024-12-13 1:35:47;irkutsk;27648;bus;10;52.356617;104.13559;0.833333;42.0;None;None;None;49;32;50
2024-12-13 1:36:36;2024-12-13 1:35:55;irkutsk;29449;bus;10;52.35394;104.211136;0.0;36.0;None;None;None;41;18;25
2024-12-13 1:37:01;2024-12-13 1:36:13;irkutsk;29449;bus;10;52.354053;104.21117;6.111111;11.0;None;None;None;48;16;25
2024-12-13 1:37:26;2024-12-13 1:36:19;irkutsk;27648;bus;10;52.356625;104.1356;0.0;201.0;None;None;None;67;28;25
2024-12-13 1:37:26;2024-12-13 1:36:29;irkutsk;29449;bus;10;52.355328;104.21163;6.944444;10.0;None;None;None;57;42;25
2024-12-13 1:37:51;2024-12-13 1:36:47;irkutsk;27648;bus;10;52.356617;104.13558;0.833333;27.0;None;None;None;64;35;25
2024-12-13 1:37:51;2024-12-13 1:37:11;irkutsk;29449;bus;10;52.358463;104.2129;5.833333;31.0;None;None;None;40;40;25
2024-12-13 1:38:16;2024-12-13 1:37:22;irkutsk;27648;bus;10;52.356613;104.13558;0.833333;201.0;None;None;None;54;63;50
2024-12-13 1:38:16;2024-12-13 1:37:51;irkutsk;29449;bus;10;52.358696;104.21312;0.0;26.0;None;None;None;25;12;50
2024-12-13 1:39:06;2024-12-13 1:38:03;irkutsk;29449;bus;10;52.358696;104.21312;0.833333;26.0;None;None;None;63;20;25
2024-12-13 1:39:31;2024-12-13 1:38:23;irkutsk;29449;bus;10;52.359756;104.21365;10.277778;16.0;None;None;None;68;60;25
2024-12-13 1:39:06;2024-12-13 1:38:25;irkutsk;27648;bus;10;52.356606;104.13558;0.0;197.0;None;None;None;41;3;25
2024-12-13 1:39:31;2024-12-13 1:38:28;irkutsk;27648;bus;10;52.356606;104.13558;1.111111;13.0;None;None;None;63;63;25
2024-12-13 1:39:56;2024-12-13 1:39:23;irkutsk;29449;bus;10;52.363346;104.21532;4.444444;13.0;None;None;None;33;43;50
2024-12-13 1:39:56;2024-12-13 1:39:31;irkutsk;27648;bus;10;52.356644;104.13559;0.0;190.0;None;None;None;25;95;100
2024-12-13 1:40:46;2024-12-13 1:40:06;irkutsk;29449;bus;10;52.36768;104.21743;6.388889;22.0;None;None;None;40;6;25
2024-12-13 1:41:11;2024-12-13 1:40:12;irkutsk;29449;bus;10;52.367886;104.21766;3.611111;29.0;None;None;None;59;37;25
2024-12-13 1:41:36;2024-12-13 1:40:49;irkutsk;29449;bus;10;52.36812;104.21792;0.0;33.0;None;None;None;47;45;25
2024-12-13 1:41:36;2024-12-13 1:41:06;irkutsk;27648;bus;10;52.356644;104.13559;0.833333;12.0;None;None;None;30;1;25
2024-12-13 1:42:01;2024-12-13 1:41:07;irkutsk;27648;bus;10;52.356663;104.13556;0.555556;10.0;None;None;None;54;38;25
2024-12-13 1:42:01;2024-12-13 1:41:34;irkutsk;29449;bus;10;52.36815;104.21792;1.666667;31.0;None;None;None;27;21;25
2024-12-13 1:42:26;2024-12-13 1:41:45;irkutsk;27648;bus;10;52.356663;104.13557;0.833333;189.0;None;None;None;41;60;50
2024-12-13 1:42:26;2024-12-13 1:41:55;irkutsk;29449;bus;10;52.369217;104.21637;12.777778;303.0;None;None;None;31;16;25
2024-12-13 1:42:51;2024-12-13 1:42:11;irkutsk;29449;bus;10;52.370358;104.213585;14.166667;304.0;None;None;None;40;26;50
2024-12-13 1:43:41;2024-12-13 1:42:37;irkutsk;29449;bus;10;52.37211;104.209435;14.722222;289.0;None;None;None;64;35;25
2024-12-13 1:43:16;2024-12-13 1:42:45;irkutsk;27648;bus;10;52.35655;104.1355;1.388889;169.0;None;None;None;31;7;25
2024-12-13 1:43:41;2024-12-13 1:42:52;irkutsk;27648;bus;10;52.356434;104.13567;3.888889;110.0;None;None;None;49;37;25
2024-12-13 1:44:06;2024-12-13 1:43:12;irkutsk;29449;bus;10;52.373604;104.20177;13.333333;276.0;None;None;None;54;48;25
2024-12-13 1:44:06;2024-12-13 1:43:29;irkutsk;27648;bus;10;52.35544;104.139565;3.611111;26.0;None;None;None;37;33;50
2024-12-13 1:44:31;2024-12-13 1:44:00;irkutsk;29449;bus;10;52.375027;104.19642;14.444444;336.0;None;None;None;31;30;25
2024-12-13 1:44:56;2024-12-13 1:44:02;irkutsk;27648;bus;10;52.35701;104.14085;2.5;22.0;None;None;None;54;43;25
2024-12-13 1:44:56;2024-12-13 1:44:30;irkutsk;29449;bus;10;52.379383;104.19499;15.277778;342.0;None;None;None;26;4;25
2024-12-13 1:45:21;2024-12-13 1:44:34;irkutsk;29449;bus;10;52.3798;104.194664;11.666667;326.0;None;None;None;47;56;25
2024-12-13 1:45:21;2024-12-13 1:44:45;irkutsk;27648;bus;10;52.359562;104.14292;6.666667;35.0;None;None;None;36;17;25
2024-12-13 1:45:46;2024-12-13 1:45:02;irkutsk;27648;bus;10;52.359722;104.14304;3.333333;15.0;None;None;None;44;31;25
